solo_dist_km,bundle_dist_km,dist_saved_km,pct_dist_saved,bundle_total_min,available_min,time_feasible,best_route,metro,order_id_1,order_id_2,order_type_1,order_type_2,delivery_type_1,delivery_type_2,same_store,basket_size_1,basket_size_2,pay_1,pay_2,store_to_store_km,cust_to_cust_km,leg1_km,leg2_km,creation_gap_min,bundle_type,viable,accepted
28.636,10.417,18.219,0.6362,26.5,203.8,True,s1->s2->c1->c2,Austin,O2665,O5512,delivery_only,delivery_only,same_day,same_day,True,14,5,9.76,8.25,0.0,1.014,9.403,9.83,36.2,both_delivery,True,1
31.576,13.608,17.968,0.569,66.9,233.9,True,s1->s2->c1->c2,Austin,O3936,O5087,shop_and_deliver,shop_and_deliver,same_day,same_day,True,7,11,5.57,7.78,0.0,3.449,10.159,11.259,6.1,both_shop,True,1
42.492,24.609,17.883,0.4209,62.8,120.0,True,s1->s2->c2->c1,Austin,O3342,O3683,shop_and_deliver,delivery_only,on_demand,next_day,True,7,9,9.74,7.24,0.0,18.448,18.165,6.161,6.2,mixed,True,1
30.147,12.292,17.855,0.5923,71.5,1433.1,True,s2->s1->c2->c1,Austin,O1312,O1318,shop_and_deliver,shop_and_deliver,next_day,next_day,False,14,11,9.22,11.96,0.373,2.125,9.869,10.079,6.9,both_shop,True,1
34.791,17.073,17.718,0.5093,45.9,240.0,True,s1->s2->c2->c1,Austin,O2618,O5754,delivery_only,shop_and_deliver,next_day,same_day,True,1,20,5.71,10.05,0.0,7.123,12.421,9.95,20.4,mixed,True,1
38.378,20.864,17.515,0.4564,57.3,92.8,True,s1->s2->c1->c2,Austin,O12,O2001,shop_and_deliver,delivery_only,on_demand,same_day,True,14,6,8.78,9.57,0.0,8.6,12.264,13.85,27.2,mixed,True,1
38.296,20.835,17.461,0.4559,60.5,205.9,True,s2->s1->c2->c1,Austin,O1851,O2044,shop_and_deliver,delivery_only,same_day,same_day,False,19,3,9.79,4.57,0.373,8.712,13.115,11.793,34.1,mixed,True,1
35.472,18.288,17.184,0.4844,59.7,238.9,True,s1->s2->c2->c1,Austin,O916,O1831,shop_and_deliver,shop_and_deliver,next_day,same_day,True,17,5,11.42,5.66,0.0,12.568,14.876,5.72,1.1,both_shop,True,1
26.547,9.469,17.077,0.6433,34.8,86.7,True,s1->s2->c1->c2,Austin,O1837,O3167,shop_and_deliver,delivery_only,on_demand,next_day,True,8,16,9.6,8.13,0.0,0.864,8.606,9.335,33.3,mixed,True,1
29.511,12.453,17.058,0.578,51.2,105.6,True,s1->s2->c2->c1,Austin,O2009,O3588,shop_and_deliver,delivery_only,on_demand,on_demand,True,11,7,8.67,10.84,0.0,6.055,11.557,6.398,14.4,mixed,True,1
34.392,17.407,16.986,0.4939,40.3,198.9,True,s1->s2->c1->c2,Austin,O1268,O3348,delivery_only,delivery_only,same_day,same_day,True,22,6,9.46,7.28,0.0,7.858,9.549,15.295,41.1,both_delivery,True,1
29.896,12.911,16.985,0.5681,37.9,113.1,True,s1->s2->c2->c1,Austin,O563,O2100,shop_and_deliver,delivery_only,on_demand,on_demand,True,5,12,8.120000000000001,10.18,0.0,8.012,12.498,4.899,6.9,mixed,True,1
29.281,12.365,16.916,0.5777,44.5,90.3,True,s1->s2->c1->c2,Austin,O2683,O5782,delivery_only,shop_and_deliver,on_demand,on_demand,True,15,2,8.95,4.91,0.0,3.577,8.788,11.705,29.7,mixed,True,1
26.29,9.525,16.764,0.6377,50.9,112.4,True,s1->s2->c1->c2,Austin,O4437,O5914,delivery_only,shop_and_deliver,on_demand,same_day,True,23,21,14.13,14.66,0.0,0.857,8.668,8.953,7.6,mixed,True,1
26.589,10.038,16.552,0.6225,35.7,101.4,True,s1->s2->c2->c1,Austin,O89,O2970,delivery_only,delivery_only,on_demand,next_day,True,6,14,6.22,11.59,0.0,1.766,9.159,8.272,18.6,both_delivery,True,1
27.789,11.317,16.472,0.5928,31.6,96.5,True,s1->s2->c1->c2,Austin,O192,O2939,delivery_only,delivery_only,same_day,on_demand,True,5,21,6.68,9.65,0.0,2.141,9.176,9.438,23.5,both_delivery,True,1
32.64,16.224,16.416,0.5029,63.7,95.8,True,s1->s2->c2->c1,Austin,O1199,O4523,shop_and_deliver,delivery_only,same_day,on_demand,False,6,9,8.940000000000001,5.91,0.373,9.686,13.368,6.165,24.2,mixed,True,1
27.497,11.235,16.262,0.5914,30.8,96.2,True,s1->s2->c2->c1,Austin,O1218,O1654,delivery_only,delivery_only,on_demand,on_demand,True,9,15,7.78,9.56,0.0,6.175,11.219,5.06,23.8,both_delivery,True,1
28.48,12.344,16.136,0.5666,64.8,113.7,True,s1->s2->c2->c1,Austin,O76,O2496,shop_and_deliver,shop_and_deliver,next_day,on_demand,True,11,10,8.99,8.74,0.0,8.553,12.344,3.792,6.3,both_shop,True,1
29.177,13.08,16.097,0.5517,47.9,120.0,True,s1->s2->c2->c1,Austin,O2774,O5650,shop_and_deliver,delivery_only,same_day,on_demand,True,15,7,9.71,8.01,0.0,8.807,12.452,4.273,7.0,mixed,True,1
30.514,14.566,15.948,0.5226,54.8,1395.9,True,s1->s2->c2->c1,Austin,O839,O4063,shop_and_deliver,shop_and_deliver,next_day,next_day,True,13,4,7.23,6.45,0.0,9.136,12.542,5.43,44.1,both_shop,True,1
31.296,15.352,15.943,0.5094,46.7,240.0,True,s1->s2->c2->c1,Austin,O2428,O4118,shop_and_deliver,delivery_only,next_day,same_day,True,4,16,6.29,9.88,0.0,12.632,14.288,2.72,42.8,mixed,True,1
34.914,19.002,15.912,0.4558,48.8,120.0,True,s1->s2->c2->c1,Austin,O5252,O5420,delivery_only,shop_and_deliver,same_day,on_demand,True,4,10,6.65,9.29,0.0,13.444,14.678,5.558,14.7,mixed,True,1
30.145,14.334,15.81,0.5245,59.8,85.6,True,s1->s2->c2->c1,Austin,O4443,O5146,shop_and_deliver,delivery_only,on_demand,on_demand,True,10,4,6.73,6.86,0.0,9.506,12.658,4.829,34.4,mixed,True,1
32.565,16.77,15.796,0.485,70.1,111.0,True,s1->s2->c1->c2,Austin,O4158,O4199,shop_and_deliver,delivery_only,on_demand,on_demand,True,17,5,11.04,5.63,0.0,7.599,9.171,14.224,9.0,mixed,True,1
33.152,17.421,15.731,0.4745,52.0,120.0,True,s1->s2->c2->c1,Austin,O1319,O2785,shop_and_deliver,delivery_only,on_demand,same_day,True,11,11,7.4,10.05,0.0,6.773,11.252,10.648,4.5,mixed,True,1
24.682,9.096,15.586,0.6315,47.3,96.4,True,s1->s2->c1->c2,Austin,O1242,O3211,shop_and_deliver,delivery_only,on_demand,on_demand,True,12,23,9.11,10.69,0.0,1.101,7.995,8.692,23.6,mixed,True,1
25.992,10.513,15.48,0.5955,54.0,120.0,True,s1->s2->c2->c1,Austin,O643,O1068,delivery_only,shop_and_deliver,on_demand,same_day,True,9,12,7.91,9.12,0.0,5.321,10.4,5.192,3.9,mixed,True,1
27.948,12.53,15.418,0.5517,53.2,79.1,True,s1->s2->c2->c1,Austin,O485,O2865,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,5,11,5.73,12.19,0.0,5.49,10.454,7.04,40.9,both_shop,True,1
34.139,18.775,15.364,0.45,46.2,120.0,True,s1->s2->c2->c1,Austin,O2483,O5025,delivery_only,delivery_only,same_day,on_demand,True,26,24,11.31,11.94,0.0,13.678,14.521,5.097,30.4,both_delivery,True,1
28.357,13.019,15.338,0.5409,46.8,240.0,True,s1->s2->c2->c1,Austin,O3989,O5042,delivery_only,shop_and_deliver,next_day,same_day,True,10,15,8.17,10.61,0.0,8.068,11.703,4.951,39.2,mixed,True,1
24.234,8.934,15.3,0.6313,28.5,108.5,True,s1->s2->c2->c1,Austin,O1801,O2393,delivery_only,delivery_only,on_demand,on_demand,True,25,25,9.87,11.52,0.0,2.487,8.893,6.448,11.5,both_delivery,True,1
27.75,12.471,15.279,0.5506,49.8,79.0,True,s1->s2->c2->c1,Austin,O1551,O3244,shop_and_deliver,delivery_only,on_demand,same_day,True,8,12,6.94,8.86,0.0,9.535,12.407,2.936,41.0,mixed,True,1
29.774,14.559,15.215,0.511,78.3,116.8,True,s1->s2->c1->c2,Austin,O657,O5121,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,3,27,4.67,10.43,0.0,5.112,9.448,10.879,3.2,both_shop,True,1
25.484,10.273,15.211,0.5969,52.2,199.8,True,s1->s2->c2->c1,Austin,O1051,O4513,delivery_only,shop_and_deliver,same_day,same_day,True,7,19,6.91,11.99,0.0,5.309,10.26,4.965,40.2,mixed,True,1
28.962,13.986,14.976,0.5171,33.4,100.6,True,s1->s2->c2->c1,Austin,O698,O1818,shop_and_deliver,delivery_only,on_demand,same_day,True,5,3,7.63,4.48,0.0,11.103,13.04,2.883,19.4,mixed,True,1
26.41,11.493,14.917,0.5648,38.6,112.9,True,s1->s2->c2->c1,Austin,O1982,O2852,delivery_only,delivery_only,on_demand,on_demand,True,13,8,8.65,7.84,0.0,4.986,9.951,6.507,7.1,both_delivery,True,1
26.277,11.576,14.701,0.5595,33.2,222.5,True,s1->s2->c1->c2,Austin,O632,O4705,delivery_only,shop_and_deliver,same_day,same_day,True,14,4,13.44,7.52,0.0,3.06,8.516,9.245,17.5,mixed,True,1
28.35,13.735,14.616,0.5155,33.4,120.0,True,s2->s1->c2->c1,Austin,O576,O2962,delivery_only,delivery_only,on_demand,same_day,False,4,15,6.98,8.86,0.373,11.91,13.313,1.564,33.6,both_delivery,True,1
26.635,12.109,14.526,0.5454,43.6,212.3,True,s1->s2->c2->c1,Austin,O32,O237,shop_and_deliver,delivery_only,same_day,same_day,True,4,7,7.83,7.3,0.0,9.687,12.106,2.422,27.7,mixed,True,1
28.556,14.052,14.504,0.5079,46.1,120.0,True,s1->s2->c1->c2,Austin,O181,O4105,delivery_only,shop_and_deliver,on_demand,next_day,True,10,16,8.96,9.15,0.0,6.724,7.328,13.899,18.1,mixed,True,1
25.601,11.151,14.45,0.5644,56.5,99.5,True,s1->s2->c2->c1,Austin,O2055,O4622,delivery_only,shop_and_deliver,on_demand,on_demand,True,1,14,8.219999999999999,14.14,0.0,6.128,10.289,5.023,20.5,mixed,True,1
25.092,10.819,14.273,0.5688,45.5,108.1,True,s1->s2->c2->c1,Austin,O1272,O4400,shop_and_deliver,delivery_only,on_demand,on_demand,False,11,13,8.32,9.5,0.373,6.528,10.76,3.918,11.9,mixed,True,1
26.393,12.247,14.147,0.536,30.5,101.2,True,s1->s2->c1->c2,Austin,O902,O5144,delivery_only,delivery_only,on_demand,same_day,True,25,8,15.81,8.22,0.0,4.937,7.309,11.775,18.8,both_delivery,True,1
24.45,10.437,14.014,0.5732,29.2,83.2,True,s1->s2->c2->c1,Austin,O94,O4000,delivery_only,delivery_only,on_demand,on_demand,True,9,26,8.45,12.87,0.0,4.747,9.38,5.689,36.8,both_delivery,True,1
27.824,14.088,13.736,0.4937,28.6,95.2,True,s1->s2->c1->c2,Austin,O4529,O5296,delivery_only,delivery_only,same_day,on_demand,True,10,3,7.34,4.98,0.0,7.133,6.955,13.914,24.8,both_delivery,True,1
25.748,12.015,13.733,0.5334,46.4,120.0,True,s1->s2->c1->c2,Austin,O208,O745,shop_and_deliver,delivery_only,on_demand,same_day,True,7,11,5.43,8.6,0.0,3.662,8.353,9.042,26.4,mixed,True,1
32.135,18.406,13.729,0.4272,56.3,110.4,True,s1->s2->c1->c2,Austin,O3060,O3438,delivery_only,shop_and_deliver,on_demand,on_demand,True,2,7,4.74,5.75,0.0,8.798,9.608,12.918,9.6,mixed,True,1
22.65,8.944,13.706,0.6051,42.6,77.9,True,s1->s2->c2->c1,Austin,O3210,O3414,shop_and_deliver,delivery_only,on_demand,on_demand,True,39,9,14.96,13.01,0.0,1.534,7.62,7.41,42.1,mixed,True,1
23.893,10.318,13.575,0.5682,34.9,234.3,True,s1->s2->c2->c1,Austin,O3845,O5540,delivery_only,shop_and_deliver,same_day,same_day,True,16,21,11.36,11.75,0.0,7.058,10.316,3.26,5.7,mixed,True,1
24.174,10.607,13.567,0.5612,63.8,120.0,True,s1->s2->c2->c1,Austin,O610,O4751,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,11,25,6.36,11.83,0.0,7.499,10.533,3.108,26.5,both_shop,True,1
24.956,11.41,13.546,0.5428,64.8,120.0,True,s1->s2->c2->c1,Austin,O487,O3274,delivery_only,shop_and_deliver,same_day,on_demand,True,5,19,4.77,14.19,0.0,8.498,11.022,2.912,44.7,mixed,True,1
22.859,9.447,13.412,0.5867,25.5,117.7,True,s1->s2->c2->c1,Austin,O4798,O5705,delivery_only,delivery_only,same_day,on_demand,False,4,17,7.29,8.16,0.373,4.598,9.33,4.476,2.3,both_delivery,True,1
24.757,11.348,13.409,0.5416,41.4,99.5,True,s1->s2->c2->c1,Austin,O1728,O3766,delivery_only,delivery_only,on_demand,on_demand,True,7,12,7.95,9.39,0.0,7.192,10.301,4.156,20.5,both_delivery,True,1
20.977,7.605,13.371,0.6374,21.4,116.1,True,s1->s2->c1->c2,Austin,O1165,O4270,delivery_only,delivery_only,on_demand,same_day,True,3,4,5.42,5.35,0.0,0.675,6.93,7.117,3.9,both_delivery,True,1
22.743,9.41,13.334,0.5863,35.1,120.0,True,s1->s2->c2->c1,Austin,O2145,O4457,delivery_only,shop_and_deliver,on_demand,same_day,True,4,4,6.58,5.99,0.0,2.027,7.68,7.383,34.6,mixed,True,1
24.992,11.686,13.307,0.5324,42.4,120.0,True,s1->s2->c2->c1,Austin,O999,O3930,shop_and_deliver,delivery_only,on_demand,same_day,True,14,6,7.64,8.77,0.0,6.08,9.693,5.606,29.5,mixed,True,1
24.951,11.722,13.228,0.5302,48.2,120.0,True,s1->s2->c2->c1,Austin,O1983,O5661,shop_and_deliver,shop_and_deliver,next_day,on_demand,True,8,14,7.49,9.69,0.0,9.509,11.369,2.213,16.7,both_shop,True,1
20.246,7.075,13.171,0.6506,28.0,211.1,True,s1->s2->c2->c1,Austin,O2223,O5703,shop_and_deliver,delivery_only,same_day,same_day,True,5,7,5.01,8.05,0.0,0.822,6.997,6.252,28.9,mixed,True,1
27.542,14.424,13.118,0.4763,48.3,240.0,True,s1->s2->c2->c1,Austin,O942,O5491,shop_and_deliver,shop_and_deliver,next_day,same_day,True,14,3,10.04,5.51,0.0,7.854,10.486,6.57,13.9,both_shop,True,1
26.775,13.766,13.008,0.4858,63.6,117.5,True,s1->s2->c1->c2,Austin,O4325,O4341,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,3,9,5.16,7.94,0.0,5.922,7.845,11.085,2.5,both_shop,True,1
23.646,10.654,12.992,0.5494,66.0,108.8,True,s1->s2->c2->c1,Austin,O4623,O5270,delivery_only,shop_and_deliver,on_demand,on_demand,True,22,19,9.69,10.21,0.0,6.918,9.955,3.736,11.2,mixed,True,1
24.148,11.157,12.99,0.538,50.1,82.3,True,s1->s2->c2->c1,Austin,O1574,O5670,shop_and_deliver,delivery_only,next_day,on_demand,True,20,3,11.43,7.35,0.0,3.726,8.358,7.431,37.7,mixed,True,1
24.06,11.175,12.885,0.5355,37.9,93.2,True,s2->s1->c1->c2,Austin,O240,O539,shop_and_deliver,delivery_only,on_demand,same_day,False,17,11,8.86,6.26,0.481,3.013,7.681,8.512,26.8,mixed,True,1
21.43,8.578,12.852,0.5997,54.2,214.1,True,s1->s2->c2->c1,Austin,O3462,O5163,shop_and_deliver,delivery_only,same_day,same_day,True,12,13,7.86,8.98,0.0,4.28,8.566,4.299,25.9,mixed,True,1
22.733,9.952,12.781,0.5622,35.3,202.1,True,s1->s2->c1->c2,Austin,O1461,O1596,delivery_only,delivery_only,same_day,next_day,True,32,17,13.05,11.43,0.0,3.344,6.608,9.517,37.9,both_delivery,True,1
20.879,8.133,12.746,0.6105,40.9,234.3,True,s2->s1->c2->c1,Austin,O3582,O4066,shop_and_deliver,shop_and_deliver,same_day,next_day,False,11,4,6.69,8.49,0.373,2.125,7.273,5.971,5.7,both_shop,True,1
20.19,7.545,12.644,0.6263,58.9,85.0,True,s1->s2->c2->c1,Austin,O317,O3098,shop_and_deliver,delivery_only,same_day,on_demand,True,16,20,8.82,12.82,0.0,2.367,7.506,5.178,35.0,mixed,True,1
38.215,25.697,12.518,0.3276,78.4,108.2,True,s1->s2->c2->c1,Austin,O364,O1351,shop_and_deliver,delivery_only,same_day,on_demand,False,15,8,9.86,7.91,0.373,18.909,16.069,6.415,11.8,mixed,True,1
24.864,12.358,12.505,0.503,63.9,203.8,True,s1->s2->c1->c2,Austin,O3365,O3366,shop_and_deliver,shop_and_deliver,same_day,same_day,True,10,24,7.41,12.48,0.0,5.768,6.591,11.682,36.2,both_shop,True,1
22.34,9.839,12.501,0.5596,48.3,120.0,True,s1->s2->c2->c1,Austin,O2670,O4115,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,15,5,8.76,7.3,0.0,2.985,7.743,6.854,26.2,both_shop,True,1
21.54,9.04,12.5,0.5803,44.5,119.5,True,s1->s2->c2->c1,Austin,O2347,O2614,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,5,14,7.95,7.18,0.0,4.999,8.749,4.041,0.5,both_shop,True,1
21.223,8.74,12.484,0.5882,45.6,81.8,True,s1->s2->c2->c1,Austin,O5541,O5729,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,15,5,9.1,7.61,0.0,4.386,8.435,4.354,38.2,both_shop,True,1
26.831,14.46,12.371,0.4611,41.9,208.9,True,s1->s2->c2->c1,Austin,O3066,O5147,delivery_only,shop_and_deliver,same_day,same_day,True,26,5,14.03,6.07,0.0,12.325,12.348,2.135,31.1,mixed,True,1
25.842,13.499,12.344,0.4776,61.2,201.0,True,s1->s2->c2->c1,Austin,O359,O2315,shop_and_deliver,delivery_only,same_day,next_day,True,15,12,12.38,9.56,0.0,9.918,11.131,3.581,39.0,mixed,True,1
21.185,8.844,12.341,0.5825,29.8,76.1,True,s1->s2->c2->c1,Austin,O1306,O5516,shop_and_deliver,delivery_only,same_day,on_demand,True,2,11,4.62,7.21,0.0,3.585,7.963,5.259,43.9,mixed,True,1
24.493,12.187,12.307,0.5025,60.4,213.1,True,s2->s1->c2->c1,Austin,O4477,O4774,shop_and_deliver,shop_and_deliver,next_day,same_day,False,13,12,7.11,9.98,0.373,8.106,10.283,3.956,26.9,both_shop,True,1
19.365,7.203,12.161,0.628,42.1,120.0,True,s1->s2->c1->c2,Austin,O3511,O5533,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,8,12,9.21,6.64,0.0,1.012,6.191,6.982,43.5,both_shop,True,1
28.514,16.417,12.097,0.4243,79.8,238.3,True,s1->s2->c2->c1,Austin,O1740,O4435,shop_and_deliver,shop_and_deliver,same_day,same_day,True,1,7,6.21,8.24,0.0,7.82,9.959,8.597,1.7,both_shop,True,1
28.995,16.937,12.058,0.4159,75.2,113.5,True,s1->s2->c2->c1,Austin,O4169,O5254,delivery_only,shop_and_deliver,on_demand,next_day,True,9,15,8.16,7.64,0.0,12.117,12.087,4.82,6.5,mixed,True,1
19.994,7.994,12.0,0.6002,32.6,240.0,True,s1->s2->c2->c1,Austin,O996,O5197,delivery_only,shop_and_deliver,same_day,next_day,True,14,4,11.6,9.43,0.0,2.23,7.115,5.764,14.8,mixed,True,1
20.733,8.758,11.975,0.5776,39.2,109.0,True,s1->s2->c2->c1,Austin,O99,O1565,shop_and_deliver,delivery_only,on_demand,on_demand,True,9,10,6.3,6.78,0.0,3.414,7.695,5.344,11.0,mixed,True,1
19.125,7.197,11.928,0.6237,33.1,114.1,True,s1->s2->c2->c1,Austin,O1915,O2438,shop_and_deliver,delivery_only,next_day,on_demand,True,3,23,5.01,10.16,0.0,2.465,7.197,4.732,5.9,mixed,True,1
22.81,10.916,11.894,0.5214,77.0,234.2,True,s1->s2->c2->c1,Austin,O1006,O5043,shop_and_deliver,shop_and_deliver,same_day,same_day,True,19,3,12.26,6.16,0.0,6.944,9.419,3.972,5.8,both_shop,True,1
20.179,8.291,11.888,0.5891,40.9,87.6,True,s1->s2->c2->c1,Austin,O146,O5501,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,11,6,11.26,7.51,0.0,4.694,8.291,3.597,32.4,both_shop,True,1
37.01,25.124,11.886,0.3212,45.7,116.9,True,s1->s2->c2->c1,Austin,O3134,O4578,delivery_only,delivery_only,on_demand,on_demand,True,13,10,14.86,8.3,0.0,14.801,13.343,10.323,3.1,both_delivery,True,1
20.912,9.055,11.857,0.567,70.1,120.0,True,s1->s2->c1->c2,Austin,O2307,O2868,shop_and_deliver,shop_and_deliver,on_demand,next_day,True,22,5,13.41,12.52,0.0,2.977,6.078,8.757,43.3,both_shop,True,1
21.026,9.204,11.822,0.5622,28.7,120.0,True,s1->s2->c1->c2,Austin,O2862,O3422,delivery_only,delivery_only,same_day,on_demand,True,16,12,8.28,10.08,0.0,2.672,6.532,7.962,43.3,both_delivery,True,1
29.52,17.743,11.777,0.3989,57.2,120.0,True,s1->s2->c2->c1,Austin,O5044,O5836,delivery_only,shop_and_deliver,same_day,on_demand,True,12,8,9.41,6.61,0.0,9.305,10.541,8.438,33.1,mixed,True,1
28.444,16.747,11.697,0.4112,64.9,115.1,True,s1->s2->c2->c1,Austin,O2840,O5244,shop_and_deliver,shop_and_deliver,on_demand,next_day,True,20,8,14.48,7.14,0.0,13.067,12.382,3.68,4.9,both_shop,True,1
30.84,19.161,11.679,0.3787,76.9,120.0,True,s1->s2->c2->c1,Austin,O2399,O4945,shop_and_deliver,delivery_only,next_day,on_demand,True,9,28,8.47,15.76,0.0,16.591,14.135,2.57,31.7,mixed,True,1
23.922,12.265,11.657,0.4873,25.6,92.9,True,s1->s2->c1->c2,Austin,O2047,O5161,delivery_only,delivery_only,on_demand,on_demand,True,10,13,7.13,9.33,0.0,6.432,5.834,12.254,27.1,both_delivery,True,1
24.19,12.567,11.623,0.4805,39.9,120.0,True,s1->s2->c1->c2,Austin,O3879,O4038,delivery_only,shop_and_deliver,next_day,on_demand,True,19,4,9.4,6.62,0.0,5.264,7.303,9.585,40.1,mixed,True,1
24.17,12.598,11.572,0.4788,52.7,78.7,True,s1->s2->c1->c2,Austin,O3050,O3058,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,4,4,6.73,5.05,0.0,6.382,6.216,11.738,41.3,both_shop,True,1
19.915,8.374,11.541,0.5795,21.2,120.0,True,s1->s2->c2->c1,Austin,O2850,O4952,delivery_only,delivery_only,on_demand,next_day,True,14,26,7.74,11.28,0.0,3.074,7.308,5.299,43.1,both_delivery,True,1
20.591,9.062,11.529,0.5599,40.9,93.1,True,s1->s2->c2->c1,Austin,O405,O5383,delivery_only,shop_and_deliver,on_demand,on_demand,True,31,6,11.75,7.76,0.0,5.036,8.283,4.026,26.9,mixed,True,1
22.088,10.587,11.501,0.5207,39.1,120.0,True,s2->s1->c2->c1,Austin,O1248,O3486,shop_and_deliver,delivery_only,on_demand,same_day,False,17,13,9.85,12.16,0.481,9.065,10.051,1.505,36.0,mixed,True,1
18.821,7.328,11.493,0.6107,77.6,100.9,True,s1->s2->c2->c1,Austin,O998,O5825,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,17,7,9.23,6.65,0.0,2.136,6.815,5.191,19.1,both_shop,True,1
25.709,14.245,11.464,0.4459,50.9,120.0,True,s1->s2->c2->c1,Austin,O756,O1951,delivery_only,delivery_only,on_demand,same_day,True,16,9,8.51,7.51,0.0,9.243,10.353,5.002,18.2,both_delivery,True,1
34.823,23.382,11.441,0.3285,90.6,102.4,True,s1->s2->c2->c1,Austin,O1489,O1763,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,17,15,8.32,12.1,0.0,17.306,14.373,6.076,17.6,both_shop,True,1
