solo_dist_km,bundle_dist_km,dist_saved_km,pct_dist_saved,bundle_total_min,available_min,time_feasible,best_route,metro,order_id_1,order_id_2,order_type_1,order_type_2,delivery_type_1,delivery_type_2,same_store,basket_size_1,basket_size_2,pay_1,pay_2,store_to_store_km,cust_to_cust_km,leg1_km,leg2_km,creation_gap_min,bundle_type,viable,accepted
16.824,16.756,0.068,0.004,56.7,199.5,True,s1->s2->c1->c2,Austin,O5,O3936,shop_and_deliver,shop_and_deliver,same_day,same_day,True,5,7,7.38,5.57,0.0,13.423,3.333,10.159,40.5,both_shop,False,0
19.614,15.029,4.585,0.2338,59.8,120.0,True,s1->s2->c1->c2,Austin,O5,O576,shop_and_deliver,delivery_only,same_day,on_demand,False,5,4,7.38,6.98,0.373,11.687,3.333,13.313,42.5,mixed,True,0
10.035,4.338,5.696,0.5677,26.6,205.3,True,s1->s2->c1->c2,Austin,O5,O1544,shop_and_deliver,delivery_only,same_day,same_day,False,5,9,7.38,6.9,0.373,0.996,3.333,3.733,34.7,mixed,True,0
16.071,14.026,2.045,0.1272,76.3,206.1,True,s1->s2->c1->c2,Austin,O5,O856,shop_and_deliver,shop_and_deliver,same_day,same_day,False,5,10,7.38,11.19,0.373,10.684,3.333,9.77,33.9,both_shop,False,0
12.466,10.823,1.643,0.1318,55.1,92.8,True,s1->s2->c1->c2,Austin,O5,O4523,shop_and_deliver,delivery_only,same_day,on_demand,False,5,9,7.38,5.91,0.373,7.48,3.333,6.165,27.2,mixed,False,0
15.754,11.124,4.63,0.2939,44.3,115.2,True,s1->s2->c1->c2,Austin,O5,O4065,shop_and_deliver,delivery_only,same_day,on_demand,False,5,6,7.38,7.59,0.373,7.781,3.333,9.452,4.8,mixed,True,0
7.453,5.197,2.256,0.3027,45.1,240.0,True,s2->s1->c2->c1,Austin,O5,O3863,shop_and_deliver,shop_and_deliver,same_day,next_day,False,5,11,7.38,6.8,0.373,3.746,3.333,1.151,4.8,both_shop,True,0
13.981,10.374,3.608,0.258,35.4,199.5,True,s1->s2->c1->c2,Austin,O5,O1589,shop_and_deliver,delivery_only,same_day,next_day,False,5,27,7.38,12.75,0.373,7.031,3.333,7.68,40.5,mixed,True,0
11.278,7.83,3.447,0.3057,48.7,120.0,True,s1->s2->c1->c2,Austin,O5,O4323,shop_and_deliver,shop_and_deliver,same_day,on_demand,False,5,10,7.38,6.26,0.373,4.488,3.333,4.976,34.4,both_shop,True,0
11.886,7.876,4.01,0.3374,55.2,120.0,True,s1->s2->c1->c2,Austin,O5,O5994,shop_and_deliver,shop_and_deliver,same_day,on_demand,False,5,7,7.38,8.3,0.373,4.533,3.333,5.585,8.5,both_shop,True,0
13.619,11.593,2.026,0.1487,55.3,99.2,True,s1->s2->c1->c2,Austin,O5,O5986,shop_and_deliver,shop_and_deliver,same_day,on_demand,False,5,14,7.38,9.52,0.373,8.251,3.333,7.317,20.8,both_shop,False,0
10.989,9.65,1.339,0.1218,36.0,238.5,True,s1->s2->c1->c2,Austin,O5,O4141,shop_and_deliver,delivery_only,same_day,next_day,True,5,10,7.38,7.02,0.0,6.317,3.333,4.323,1.5,mixed,False,0
10.637,9.128,1.509,0.1418,44.2,211.5,True,s1->s2->c1->c2,Austin,O5,O5043,shop_and_deliver,shop_and_deliver,same_day,same_day,True,5,3,7.38,6.16,0.0,5.796,3.333,3.972,28.5,both_shop,False,0
17.924,17.554,0.37,0.0207,80.5,205.6,True,s1->s2->c1->c2,Austin,O5,O5087,shop_and_deliver,shop_and_deliver,same_day,same_day,True,5,11,7.38,7.78,0.0,14.221,3.333,11.259,34.4,both_shop,False,0
11.004,7.741,3.263,0.2965,46.8,213.3,True,s1->s2->c1->c2,Austin,O5,O5949,shop_and_deliver,shop_and_deliver,same_day,next_day,True,5,19,7.38,8.66,0.0,4.408,3.333,4.339,26.7,both_shop,True,0
15.399,8.906,6.494,0.4217,55.7,79.9,True,s1->s2->c1->c2,Austin,O5,O5908,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,5,11,7.38,8.34,0.0,5.573,3.333,8.734,40.1,both_shop,True,0
17.367,11.004,6.363,0.3664,56.6,224.6,True,s1->s2->c1->c2,Austin,O5,O5164,shop_and_deliver,shop_and_deliver,same_day,same_day,True,5,9,7.38,6.67,0.0,7.672,3.333,10.702,15.4,both_shop,True,0
44.214,38.122,6.092,0.1378,181.1,120.0,False,s1->s2->c2->c1,Austin,O8,O3503,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,15,9,11.13,5.93,0.0,27.045,16.568,11.077,24.1,both_shop,False,0
34.881,20.0,14.882,0.4266,95.3,92.3,False,s1->s2->c2->c1,Austin,O8,O1652,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,15,10,11.13,6.08,0.0,18.255,16.568,1.745,27.7,both_shop,False,0
35.964,22.22,13.743,0.3821,94.1,101.9,True,s1->s2->c2->c1,Austin,O8,O1787,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,15,8,11.13,7.63,0.0,19.394,16.568,2.827,18.1,both_shop,True,0
44.819,21.257,23.562,0.5257,109.1,120.0,True,s1->s2->c2->c1,Austin,O8,O3366,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,15,24,11.13,12.48,0.0,9.575,16.568,11.682,31.9,both_shop,True,0
42.591,31.967,10.624,0.2494,94.2,77.6,False,s1->s2->c2->c1,Austin,O8,O2937,shop_and_deliver,delivery_only,on_demand,on_demand,True,15,9,11.13,8.2,0.0,22.513,16.568,9.454,42.4,mixed,False,0
39.233,19.487,19.745,0.5033,107.5,85.7,False,s1->s2->c2->c1,Austin,O8,O1098,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,15,27,11.13,12.87,0.0,13.392,16.568,6.096,34.3,both_shop,False,0
35.498,17.215,18.283,0.5151,78.3,90.3,True,s1->s2->c2->c1,Austin,O8,O1472,shop_and_deliver,shop_and_deliver,on_demand,next_day,True,15,10,11.13,10.83,0.0,14.854,16.568,2.361,29.7,both_shop,True,0
39.906,22.04,17.866,0.4477,98.6,81.5,False,s1->s2->c2->c1,Austin,O8,O5749,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,15,3,11.13,6.77,0.0,15.271,16.568,6.769,38.5,both_shop,False,0
37.733,24.662,13.071,0.3464,90.8,79.0,False,s1->s2->c2->c1,Austin,O8,O5004,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,15,9,11.13,11.52,0.0,20.066,16.568,4.596,41.0,both_shop,False,0
39.21,20.552,18.659,0.4759,64.2,92.6,True,s1->s2->c2->c1,Austin,O8,O5468,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,15,8,11.13,7.56,0.0,14.478,16.568,6.074,27.4,both_shop,True,0
33.621,28.028,5.594,0.1664,82.4,114.0,True,s2->s1->c2->c1,Austin,O12,O645,shop_and_deliver,shop_and_deliver,on_demand,on_demand,False,14,9,8.78,8.23,0.481,18.88,12.264,8.982,6.0,both_shop,False,0
35.399,32.753,2.646,0.0747,102.3,95.0,False,s1->s2->c2->c1,Austin,O12,O1272,shop_and_deliver,shop_and_deliver,on_demand,on_demand,False,14,11,8.78,8.32,0.481,21.511,12.264,10.76,25.0,both_shop,False,0
27.804,12.795,15.009,0.5398,61.8,92.2,True,s2->s1->c2->c1,Austin,O12,O3433,shop_and_deliver,shop_and_deliver,on_demand,on_demand,False,14,2,8.78,5.17,0.481,9.355,12.264,3.165,27.8,both_shop,True,0
31.857,26.274,5.582,0.1752,85.1,120.0,True,s1->s2->c2->c1,Austin,O12,O4698,shop_and_deliver,delivery_only,on_demand,same_day,False,14,9,8.78,8.0,0.481,18.575,12.264,7.218,42.2,mixed,False,0
29.901,22.607,7.293,0.2439,75.0,115.9,True,s1->s2->c2->c1,Austin,O12,O470,shop_and_deliver,shop_and_deliver,on_demand,next_day,True,14,15,8.78,8.85,0.0,17.235,12.264,5.373,4.1,both_shop,True,0
27.228,12.27,14.958,0.5494,55.4,90.4,True,s1->s2->c2->c1,Austin,O12,O871,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,14,3,8.78,6.52,0.0,9.57,12.264,2.7,29.6,both_shop,True,0
38.378,20.864,17.515,0.4564,57.3,92.8,True,s1->s2->c1->c2,Austin,O12,O2001,shop_and_deliver,delivery_only,on_demand,same_day,True,14,6,8.78,9.57,0.0,8.6,12.264,13.85,27.2,mixed,True,1
37.24,37.227,0.014,0.0004,98.1,120.0,True,s1->s2->c1->c2,Austin,O12,O2423,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,14,8,8.78,8.32,0.0,24.963,12.264,12.712,18.6,both_shop,False,0
34.771,30.222,4.549,0.1308,121.7,89.9,False,s1->s2->c2->c1,Austin,O12,O2722,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,14,20,8.78,13.87,0.0,19.979,12.264,10.243,30.1,both_shop,False,0
28.446,12.485,15.962,0.5611,70.6,79.7,True,s1->s2->c2->c1,Austin,O12,O2587,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,14,9,8.78,9.71,0.0,8.567,12.264,3.918,40.3,both_shop,True,0
26.245,13.257,12.988,0.4949,59.2,108.1,True,s1->s2->c2->c1,Austin,O12,O3610,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,14,4,8.78,5.45,0.0,11.54,12.264,1.717,11.9,both_shop,True,0
14.357,8.4,5.957,0.4149,24.7,222.3,True,s1->s2->c1->c2,Austin,O26,O2251,delivery_only,delivery_only,same_day,same_day,True,17,9,10.19,6.17,0.0,5.173,3.227,7.903,17.7,both_delivery,True,1
15.18,11.698,3.482,0.2294,58.8,75.3,True,s1->s2->c1->c2,Austin,O26,O243,delivery_only,shop_and_deliver,same_day,on_demand,True,17,16,10.19,10.41,0.0,8.471,3.227,8.725,44.7,mixed,True,0
15.411,13.418,1.993,0.1293,42.2,235.4,True,s1->s2->c1->c2,Austin,O26,O1947,delivery_only,delivery_only,same_day,next_day,True,17,6,10.19,6.44,0.0,10.19,3.227,8.956,4.6,both_delivery,False,1
10.202,10.012,0.19,0.0187,45.4,118.2,True,s1->s2->c1->c2,Austin,O26,O2512,delivery_only,shop_and_deliver,same_day,on_demand,True,17,9,10.19,9.69,0.0,6.785,3.227,3.748,1.8,mixed,False,0
14.366,8.148,6.219,0.4329,23.3,120.0,True,s1->s2->c1->c2,Austin,O26,O4835,delivery_only,delivery_only,same_day,on_demand,True,17,5,10.19,7.38,0.0,4.921,3.227,7.912,28.3,both_delivery,True,1
13.148,6.745,6.402,0.487,40.8,229.1,True,s1->s2->c1->c2,Austin,O26,O4533,delivery_only,shop_and_deliver,same_day,same_day,True,17,14,10.19,8.32,0.0,3.518,3.227,6.693,10.9,mixed,True,0
28.53,14.401,14.129,0.4952,67.3,98.7,True,s1->s2->c2->c1,Austin,O28,O2822,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,8,5,5.95,5.07,0.0,11.81,12.97,2.591,21.3,both_shop,True,0
28.32,16.547,11.772,0.4157,71.0,115.2,True,s1->s2->c2->c1,Austin,O28,O1961,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,8,23,5.95,14.36,0.0,14.167,12.97,2.381,4.8,both_shop,True,0
29.751,16.896,12.855,0.4321,78.0,120.0,True,s1->s2->c2->c1,Austin,O28,O1578,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,8,10,5.95,7.07,0.0,13.084,12.97,3.812,6.0,both_shop,True,0
29.585,14.232,15.352,0.5189,53.8,88.4,True,s1->s2->c2->c1,Austin,O28,O212,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,8,6,5.95,5.37,0.0,10.587,12.97,3.645,31.6,both_shop,True,0
30.961,22.211,8.751,0.2826,78.4,120.0,True,s1->s2->c2->c1,Austin,O28,O3818,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,8,17,5.95,8.57,0.0,17.189,12.97,5.022,36.0,both_shop,True,0
30.153,17.632,12.521,0.4153,81.8,235.5,True,s1->s2->c2->c1,Austin,O28,O3074,shop_and_deliver,shop_and_deliver,same_day,same_day,True,8,14,5.95,8.16,0.0,13.418,12.97,4.214,4.5,both_shop,True,0
29.717,16.801,12.917,0.4346,77.5,228.4,True,s1->s2->c2->c1,Austin,O28,O4120,shop_and_deliver,shop_and_deliver,same_day,same_day,True,8,29,5.95,11.13,0.0,13.023,12.97,3.778,11.6,both_shop,True,0
28.569,17.36,11.209,0.3924,72.8,99.3,True,s1->s2->c2->c1,Austin,O28,O5824,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,8,27,5.95,11.14,0.0,14.73,12.97,2.63,20.7,both_shop,True,0
37.624,36.335,1.288,0.0342,153.0,240.0,True,s1->s2->c2->c1,Austin,O28,O4827,shop_and_deliver,shop_and_deliver,same_day,next_day,True,8,14,5.95,11.08,0.0,24.651,12.97,11.684,23.6,both_shop,False,0
34.721,30.113,4.608,0.1327,115.2,226.3,True,s1->s2->c2->c1,Austin,O28,O4728,shop_and_deliver,shop_and_deliver,same_day,same_day,True,8,15,5.95,8.93,0.0,21.332,12.97,8.782,13.7,both_shop,False,0
16.695,11.257,5.438,0.3257,30.0,76.3,True,s1->s2->c2->c1,Austin,O31,O813,shop_and_deliver,delivery_only,on_demand,on_demand,True,6,10,5.56,6.82,0.0,9.309,7.374,1.948,43.7,mixed,True,1
23.353,16.444,6.91,0.2959,69.4,99.3,True,s1->s2->c1->c2,Austin,O31,O1837,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,6,8,5.56,9.6,0.0,9.07,7.374,8.606,20.7,both_shop,True,1
26.635,12.109,14.526,0.5454,43.6,212.3,True,s1->s2->c2->c1,Austin,O32,O237,shop_and_deliver,delivery_only,same_day,same_day,True,4,7,7.83,7.3,0.0,9.687,12.106,2.422,27.7,mixed,True,1
29.117,17.349,11.768,0.4042,48.1,235.7,True,s1->s2->c2->c1,Austin,O32,O176,shop_and_deliver,delivery_only,same_day,same_day,True,4,20,7.83,9.95,0.0,12.445,12.106,4.904,4.3,mixed,True,0
25.399,13.516,11.884,0.4679,59.3,202.4,True,s1->s2->c2->c1,Austin,O32,O1158,shop_and_deliver,shop_and_deliver,same_day,same_day,True,4,11,7.83,8.379999999999999,0.0,12.329,12.106,1.187,37.6,both_shop,True,1
31.422,21.974,9.447,0.3007,58.7,226.5,True,s1->s2->c2->c1,Austin,O32,O1823,shop_and_deliver,delivery_only,same_day,same_day,True,4,14,7.83,7.78,0.0,14.765,12.106,7.209,13.5,mixed,True,0
25.501,13.822,11.679,0.458,50.0,97.7,True,s1->s2->c2->c1,Austin,O32,O2406,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,4,9,7.83,7.93,0.0,12.534,12.106,1.288,22.3,both_shop,True,0
25.543,12.148,13.395,0.5244,58.1,240.0,True,s1->s2->c2->c1,Austin,O32,O3206,shop_and_deliver,shop_and_deliver,same_day,next_day,True,4,10,7.83,8.22,0.0,10.818,12.106,1.33,6.1,both_shop,True,1
28.564,14.448,14.115,0.4942,71.5,120.0,True,s1->s2->c2->c1,Austin,O32,O3741,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,4,16,7.83,10.62,0.0,10.097,12.106,4.351,2.7,both_shop,True,0
35.438,27.483,7.955,0.2245,75.3,217.1,True,s1->s2->c2->c1,Austin,O32,O3506,shop_and_deliver,shop_and_deliver,same_day,same_day,True,4,7,7.83,6.38,0.0,16.258,12.106,11.226,22.9,both_shop,True,0
36.662,17.603,19.059,0.5199,57.6,222.0,True,s1->s2->c1->c2,Austin,O32,O5218,shop_and_deliver,shop_and_deliver,same_day,same_day,True,4,8,7.83,7.11,0.0,5.496,12.106,12.449,18.0,both_shop,True,0
27.945,15.483,12.461,0.4459,54.9,223.7,True,s1->s2->c2->c1,Austin,O32,O5927,shop_and_deliver,shop_and_deliver,same_day,same_day,True,4,7,7.83,6.46,0.0,11.751,12.106,3.732,16.3,both_shop,True,1
26.017,12.174,13.843,0.5321,59.9,237.5,True,s1->s2->c2->c1,Austin,O32,O5721,shop_and_deliver,shop_and_deliver,same_day,same_day,True,4,11,7.83,7.52,0.0,10.37,12.106,1.804,2.5,both_shop,True,0
18.38,18.014,0.365,0.0199,85.1,213.5,True,s1->s2->c1->c2,Austin,O43,O171,shop_and_deliver,shop_and_deliver,next_day,same_day,True,1,14,5.2,9.75,0.0,13.069,4.945,8.489,26.5,both_shop,False,0
23.259,15.471,7.788,0.3348,65.6,240.0,True,s1->s2->c1->c2,Austin,O43,O1199,shop_and_deliver,shop_and_deliver,next_day,same_day,True,1,6,5.2,8.940000000000001,0.0,10.526,4.945,13.368,25.1,both_shop,True,0
14.504,11.982,2.521,0.1738,36.1,240.0,True,s1->s2->c2->c1,Austin,O43,O365,shop_and_deliver,delivery_only,next_day,same_day,True,1,8,5.2,7.64,0.0,7.369,4.945,4.613,29.0,mixed,False,1
14.086,7.381,6.705,0.476,24.1,213.3,True,s1->s2->c2->c1,Austin,O43,O725,shop_and_deliver,delivery_only,next_day,same_day,True,1,8,5.2,8.34,0.0,3.186,4.945,4.195,26.7,mixed,True,1
19.31,11.399,7.911,0.4097,46.0,233.8,True,s1->s2->c1->c2,Austin,O43,O1006,shop_and_deliver,shop_and_deliver,next_day,same_day,True,1,19,5.2,12.26,0.0,6.453,4.945,9.419,6.2,both_shop,True,0
11.455,7.976,3.479,0.3037,27.0,240.0,True,s1->s2->c2->c1,Austin,O43,O2962,shop_and_deliver,delivery_only,next_day,same_day,True,1,15,5.2,8.86,0.0,6.411,4.945,1.564,37.0,mixed,True,0
13.102,5.118,7.983,0.6093,27.0,75.4,True,s1->s2->c2->c1,Austin,O43,O1965,shop_and_deliver,delivery_only,next_day,on_demand,True,1,32,5.2,12.35,0.0,1.907,4.945,3.211,44.6,mixed,True,0
13.566,10.295,3.271,0.2411,46.8,238.9,True,s1->s2->c2->c1,Austin,O43,O2815,shop_and_deliver,shop_and_deliver,next_day,same_day,True,1,11,5.2,9.22,0.0,6.62,4.945,3.675,1.1,both_shop,True,0
13.364,8.439,4.926,0.3686,49.2,240.0,True,s1->s2->c2->c1,Austin,O43,O2367,shop_and_deliver,shop_and_deliver,next_day,same_day,True,1,2,5.2,5.22,0.0,4.965,4.945,3.474,25.3,both_shop,True,1
14.976,9.92,5.056,0.3376,37.6,240.0,True,s2->s1->c2->c1,Austin,O43,O85,shop_and_deliver,shop_and_deliver,next_day,same_day,False,1,11,5.2,8.37,0.373,4.809,4.945,5.066,4.5,both_shop,True,0
20.049,14.033,6.016,0.3001,51.2,227.6,True,s1->s2->c1->c2,Austin,O43,O3936,shop_and_deliver,shop_and_deliver,next_day,same_day,True,1,7,5.2,5.57,0.0,9.088,4.945,10.159,12.4,both_shop,True,1
13.643,11.671,1.973,0.1446,42.2,233.4,True,s1->s2->c2->c1,Austin,O43,O1544,shop_and_deliver,delivery_only,next_day,same_day,False,1,9,5.2,6.9,0.373,7.564,4.945,3.733,6.6,mixed,False,0
16.075,6.601,9.473,0.5893,23.9,120.0,True,s2->s1->c1->c2,Austin,O43,O4523,shop_and_deliver,delivery_only,next_day,on_demand,False,1,9,5.2,5.91,0.373,1.283,4.945,6.165,0.9,mixed,True,1
19.362,19.362,0.0,0.0,48.2,120.0,True,s1->c1->s2->c2,Austin,O43,O4065,shop_and_deliver,delivery_only,next_day,on_demand,False,1,6,5.2,7.59,0.373,14.158,4.945,9.452,23.3,mixed,False,1
11.062,5.319,5.743,0.5192,54.7,1416.7,True,s2->s1->c2->c1,Austin,O43,O3863,shop_and_deliver,shop_and_deliver,next_day,next_day,False,1,11,5.2,6.8,0.373,3.868,4.945,1.151,23.3,both_shop,True,0
15.495,15.495,0.0,0.0,49.5,120.0,True,s1->c1->s2->c2,Austin,O43,O5994,shop_and_deliver,shop_and_deliver,next_day,on_demand,False,1,7,5.2,8.3,0.373,10.438,4.945,5.585,36.6,both_shop,False,1
17.227,7.968,9.26,0.5375,36.1,120.0,True,s2->s1->c1->c2,Austin,O43,O5986,shop_and_deliver,shop_and_deliver,next_day,on_demand,False,1,14,5.2,9.52,0.373,2.649,4.945,7.317,7.3,both_shop,True,0
14.214,13.193,1.021,0.0719,49.4,1410.4,True,s1->s2->c2->c1,Austin,O43,O4141,shop_and_deliver,delivery_only,next_day,next_day,True,1,10,5.2,7.02,0.0,8.869,4.945,4.323,29.6,mixed,False,0
13.862,4.951,8.911,0.6428,36.8,239.6,True,s1->s2->c2->c1,Austin,O43,O5043,shop_and_deliver,shop_and_deliver,next_day,same_day,True,1,3,5.2,6.16,0.0,0.979,4.945,3.972,0.4,both_shop,True,1
21.149,13.521,7.629,0.3607,64.1,233.7,True,s1->s2->c1->c2,Austin,O43,O5087,shop_and_deliver,shop_and_deliver,next_day,same_day,True,1,11,5.2,7.78,0.0,8.575,4.945,11.259,6.3,both_shop,True,0
18.625,16.827,1.798,0.0965,63.6,108.0,True,s1->s2->c1->c2,Austin,O43,O5908,shop_and_deliver,shop_and_deliver,next_day,on_demand,True,1,11,5.2,8.34,0.0,11.882,4.945,8.734,12.0,both_shop,False,0
20.592,16.151,4.441,0.2157,59.7,240.0,True,s1->s2->c1->c2,Austin,O43,O5164,shop_and_deliver,shop_and_deliver,next_day,same_day,True,1,9,5.2,6.67,0.0,11.206,4.945,10.702,43.5,both_shop,True,0
11.772,11.772,0.001,0.0001,60.1,114.1,True,s1->s2->c1->c2,Austin,O56,O927,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,1,15,6.16,7.68,0.0,9.968,1.804,8.164,5.9,both_shop,False,0
9.464,9.462,0.002,0.0002,32.0,76.6,True,s1->s2->c1->c2,Austin,O56,O846,shop_and_deliver,delivery_only,on_demand,same_day,True,1,22,6.16,12.56,0.0,7.658,1.804,5.856,43.4,mixed,False,1
14.991,11.434,3.557,0.2373,67.3,101.1,True,s1->s2->c1->c2,Austin,O56,O2262,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,1,10,6.16,8.13,0.0,9.63,1.804,11.383,18.9,both_shop,True,0
6.372,3.275,3.097,0.486,30.6,120.0,True,s1->s2->c1->c2,Austin,O56,O3181,shop_and_deliver,shop_and_deliver,on_demand,next_day,True,1,13,6.16,8.98,0.0,1.471,1.804,2.764,2.7,both_shop,True,0
8.117,5.842,2.275,0.2803,27.2,98.2,True,s1->s2->c1->c2,Austin,O56,O4126,shop_and_deliver,delivery_only,on_demand,on_demand,True,1,6,6.16,6.81,0.0,4.038,1.804,4.509,21.8,mixed,True,1
7.062,6.99,0.072,0.0102,32.7,120.0,True,s1->s2->c1->c2,Austin,O56,O4746,shop_and_deliver,shop_and_deliver,on_demand,next_day,True,1,10,6.16,7.41,0.0,5.187,1.804,3.455,37.3,both_shop,False,0
17.64,7.695,9.946,0.5638,57.2,87.2,True,s1->s2->c2->c1,Austin,O61,O4000,shop_and_deliver,delivery_only,on_demand,on_demand,True,15,26,10.7,12.87,0.0,2.005,5.975,5.689,32.8,mixed,True,0
24.909,14.499,10.41,0.4179,77.1,95.8,True,s1->s2->c1->c2,Austin,O61,O3688,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,15,16,10.7,7.82,0.0,8.523,5.975,12.958,24.2,both_shop,True,0
26.718,18.008,8.71,0.326,67.8,87.8,True,s1->s2->c1->c2,Austin,O61,O4541,shop_and_deliver,delivery_only,on_demand,on_demand,True,15,4,10.7,10.42,0.0,12.032,5.975,14.767,32.2,mixed,True,1
25.142,19.329,5.814,0.2312,57.0,99.0,True,s1->s2->c1->c2,Austin,O61,O2243,shop_and_deliver,delivery_only,on_demand,on_demand,True,15,7,10.7,7.33,0.0,13.353,5.975,13.191,21.0,mixed,True,0
21.331,9.42,11.912,0.5584,39.3,116.0,True,s1->s2->c1->c2,Austin,O61,O94,shop_and_deliver,delivery_only,on_demand,on_demand,True,15,9,10.7,8.45,0.0,3.444,5.975,9.38,4.0,mixed,True,0
15.593,7.143,8.45,0.5419,67.3,110.2,True,s1->s2->c2->c1,Austin,O61,O1726,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,15,14,10.7,8.15,0.0,3.501,5.975,3.642,9.8,both_shop,True,0
20.681,14.372,6.308,0.305,67.7,98.6,True,s1->s2->c1->c2,Austin,O61,O5009,shop_and_deliver,delivery_only,on_demand,on_demand,True,15,23,10.7,12.91,0.0,8.397,5.975,8.73,21.4,mixed,True,0
12.648,6.872,5.776,0.4567,66.4,120.0,True,s1->s2->c2->c1,Austin,O61,O2276,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,15,10,10.7,6.55,0.0,6.175,5.975,0.697,23.9,both_shop,True,0
14.181,10.434,3.747,0.2642,50.1,120.0,True,s1->s2->c2->c1,Austin,O61,O5757,shop_and_deliver,delivery_only,on_demand,next_day,True,15,17,10.7,9.43,0.0,8.204,5.975,2.23,12.1,mixed,True,1
33.015,26.282,6.733,0.2039,101.5,240.0,True,s1->s2->c1->c2,Austin,O62,O432,shop_and_deliver,delivery_only,next_day,same_day,True,16,8,10.98,10.39,0.0,17.053,9.229,14.557,42.5,mixed,True,0
