solo_dist_km,bundle_dist_km,dist_saved_km,pct_dist_saved,bundle_total_min,available_min,time_feasible,best_route,metro,order_id_1,order_id_2,order_type_1,order_type_2,delivery_type_1,delivery_type_2,same_store,basket_size_1,basket_size_2,pay_1,pay_2,store_to_store_km,cust_to_cust_km,leg1_km,leg2_km,creation_gap_min,bundle_type,viable,solo_pay_total,bundle_offer_pay,est_minutes,pay_per_hour,pay_per_km,total_items,items_per_dollar,assigned_shopper,shopper_rating,preferred_shopper,accepted,both_shop_flag,both_delivery_flag,same_store_flag,has_on_demand,metro_Austin,metro_Birmingham,metro_Los Angeles,metro_San Francisco,predicted_acceptance
8.581,3.974,4.608,0.5369,44.0,222.3,True,s1->s2->c2->c1,San Francisco,O538,O783,delivery_only,shop_and_deliver,same_day,same_day,True,14,11,9.83,7.77,0.0,1.168,2.888,2.805,17.7,mixed,True,17.6,14.43,44.0,19.68,3.54,25,1.733,SH92,4.96,0,0,0,0,1,0,0,0,0,1,0.3445923
18.379,9.21,9.169,0.4989,54.3,104.2,True,s1->s2->c2->c1,Austin,O2686,O3595,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,18,12,11.61,6.58,0.0,7.025,8.097,2.186,15.8,both_shop,True,18.189999999999998,14.92,54.3,16.49,1.6,30,2.011,SH37,4.89,0,0,1,0,1,1,1,0,0,0,0.14125068
12.789,11.901,0.888,0.0694,49.6,83.5,True,s1->s2->c2->c1,San Francisco,O3493,O5843,delivery_only,shop_and_deliver,on_demand,same_day,True,3,12,5.54,11.66,0.0,7.802,4.345,4.099,36.5,mixed,False,17.2,14.1,49.6,17.06,1.17,15,1.064,SH63,4.5,0,0,0,0,1,1,0,0,0,1,0.23357733
5.64,3.14,2.501,0.4434,39.7,107.5,True,s1->s2->c1->c2,Austin,O555,O2152,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,5,9,12.66,8.8,0.0,1.647,1.493,2.655,12.5,both_shop,True,21.46,17.6,39.7,26.6,5.43,14,0.795,SH92,4.96,0,1,1,0,1,1,1,0,0,0,0.5851879
14.644,13.653,0.991,0.0677,53.1,89.1,True,s1->s2->c1->c2,Birmingham,O5739,O5779,delivery_only,shop_and_deliver,on_demand,on_demand,True,7,17,9.2,10.04,0.0,10.198,3.455,7.734,30.9,mixed,False,19.24,15.78,53.1,17.83,1.15,24,1.521,SH16,4.72,0,0,0,0,1,1,0,1,0,0,0.19268176
5.312,5.225,0.087,0.0164,39.4,103.8,True,s1->s2->c1->c2,Birmingham,O551,O5527,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,2,9,6.32,6.08,0.0,4.511,0.714,3.884,16.2,both_shop,False,12.4,10.17,39.4,15.49,1.91,11,1.082,SH5,4.75,0,0,1,0,1,1,0,1,0,0,0.176508
22.355,19.424,2.931,0.1311,48.3,120.0,True,s1->s2->c1->c2,Birmingham,O410,O2746,delivery_only,shop_and_deliver,on_demand,same_day,True,21,8,10.58,8.11,0.0,12.442,6.982,8.392,42.3,mixed,False,18.689999999999998,15.33,48.3,19.04,0.79,29,1.892,SH72,4.63,0,0,0,0,1,1,0,1,0,0,0.23076986
16.999,6.378,10.621,0.6248,43.1,106.9,True,s1->s2->c1->c2,Birmingham,O1975,O5606,shop_and_deliver,delivery_only,same_day,on_demand,True,36,12,16.32,8.97,0.0,0.765,5.613,5.773,13.1,mixed,True,25.29,20.74,43.1,28.87,3.2,48,2.314,SH55,4.34,0,0,0,0,1,1,0,1,0,0,0.49158022
13.11,10.085,3.025,0.2308,34.7,220.8,True,s1->s2->c1->c2,Austin,O2024,O2748,shop_and_deliver,delivery_only,same_day,same_day,True,5,9,7.68,7.86,0.0,6.299,3.786,5.538,19.2,mixed,True,15.54,12.74,34.7,22.03,1.25,14,1.099,SH76,4.43,0,0,0,0,1,0,1,0,0,0,0.4851365
17.893,12.412,5.481,0.3063,34.6,118.0,True,s1->s2->c2->c1,Birmingham,O1821,O5634,delivery_only,delivery_only,on_demand,on_demand,True,13,11,8.94,8.559999999999999,0.0,9.338,7.409,3.074,2.0,both_delivery,True,17.5,14.35,34.6,24.88,1.15,24,1.672,SH80,4.52,1,0,0,1,1,1,0,1,0,0,0.6825073
23.066,19.392,3.673,0.1593,62.5,200.9,True,s1->s2->c2->c1,Austin,O1935,O2936,shop_and_deliver,delivery_only,same_day,same_day,True,5,15,6.34,9.36,0.0,13.913,8.793,5.48,39.1,mixed,False,15.7,12.87,62.5,12.36,0.66,20,1.554,SH56,4.6,1,0,0,0,1,0,1,0,0,0,0.15536499
11.867,9.285,2.582,0.2176,52.0,108.6,True,s1->s2->c2->c1,Birmingham,O2494,O3843,shop_and_deliver,delivery_only,on_demand,on_demand,True,12,7,9.33,6.51,0.0,7.046,4.814,2.239,11.4,mixed,True,15.84,12.99,52.0,14.99,1.38,19,1.463,SH17,4.79,1,0,0,0,1,1,0,1,0,0,0.2474494
9.126,7.543,1.583,0.1735,42.2,108.6,True,s1->s2->c1->c2,Birmingham,O2570,O3364,shop_and_deliver,delivery_only,same_day,on_demand,True,6,12,8.14,13.65,0.0,6.358,1.185,6.755,11.4,mixed,False,21.79,17.87,42.2,25.41,2.34,18,1.007,SH22,4.81,0,0,0,0,1,1,0,1,0,0,0.61688584
32.54,26.72,5.82,0.1789,116.7,118.2,True,s2->s1->c2->c1,Los Angeles,O355,O3866,shop_and_deliver,shop_and_deliver,on_demand,same_day,False,26,5,14.0,4.82,0.137,19.109,12.503,7.595,1.8,both_shop,False,18.82,15.43,116.7,7.93,0.58,31,2.009,SH96,5.0,0,0,1,0,0,1,0,0,1,0,0.038998377
13.218,9.773,3.445,0.2607,58.3,120.0,True,s1->s2->c1->c2,San Francisco,O1629,O2541,shop_and_deliver,shop_and_deliver,next_day,on_demand,True,6,21,6.09,11.96,0.0,5.97,3.803,5.612,25.1,both_shop,True,18.05,14.8,58.3,15.23,1.5,27,1.824,SH27,4.42,0,0,1,0,1,1,0,0,0,1,0.17291707
19.836,18.464,1.372,0.0692,73.5,97.3,True,s1->s2->c2->c1,Birmingham,O2621,O5988,shop_and_deliver,delivery_only,on_demand,on_demand,True,5,4,5.46,6.3,0.0,12.766,7.069,5.698,22.7,mixed,False,11.76,9.64,73.5,7.87,0.52,9,0.934,SH91,4.74,0,0,0,0,1,1,0,1,0,0,0.119340934
16.526,8.17,8.356,0.5056,31.3,240.0,True,s2->s1->c2->c1,Austin,O1589,O5069,delivery_only,shop_and_deliver,next_day,same_day,False,27,12,12.75,8.280000000000001,0.481,6.718,7.68,1.143,13.2,mixed,True,21.03,17.24,31.3,33.05,2.08,39,2.262,SH68,4.88,0,1,0,0,0,0,1,0,0,0,0.4582309
6.855,6.816,0.039,0.0057,65.4,120.0,True,s1->s2->c1->c2,San Francisco,O1386,O2374,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,19,9,8.34,7.0,0.0,4.929,1.887,3.081,36.1,both_shop,False,15.34,12.58,65.4,11.54,1.82,28,2.226,SH17,4.79,1,0,1,0,1,1,0,0,0,1,0.09185186
16.26,12.778,3.483,0.2142,44.0,111.9,True,s1->s2->c1->c2,Los Angeles,O581,O1891,shop_and_deliver,shop_and_deliver,next_day,on_demand,True,10,16,6.52,10.48,0.0,8.642,4.135,7.99,8.1,both_shop,True,17.0,13.94,44.0,19.01,1.08,26,1.865,SH46,3.86,0,0,1,0,1,1,0,0,1,0,0.45540106
18.46,15.931,2.528,0.137,77.1,113.9,True,s1->s2->c1->c2,Birmingham,O3644,O4675,shop_and_deliver,delivery_only,on_demand,on_demand,True,20,5,11.46,5.25,0.0,9.871,6.061,6.339,6.1,mixed,False,16.71,13.7,77.1,10.66,0.85,25,1.825,SH65,5.0,0,0,0,0,1,1,0,1,0,0,0.047439575
8.195,4.948,3.247,0.3962,37.0,120.0,True,s1->s2->c2->c1,San Francisco,O3853,O4008,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,14,11,7.97,7.36,0.0,3.219,3.233,1.729,36.4,both_shop,True,15.33,12.57,37.0,20.38,2.49,25,1.989,SH80,4.52,1,0,1,0,1,1,0,0,0,1,0.37160152
15.005,12.535,2.469,0.1646,50.1,110.0,True,s1->s2->c1->c2,Austin,O2511,O5924,shop_and_deliver,delivery_only,same_day,on_demand,True,11,10,6.78,8.4,0.0,9.473,3.062,8.881,10.0,mixed,False,15.18,12.45,50.1,14.91,0.99,21,1.687,SH73,4.63,1,0,0,0,1,1,1,0,0,0,0.18803893
16.302,7.218,9.084,0.5572,73.6,117.4,True,s1->s2->c1->c2,San Francisco,O139,O2349,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,17,9,9.93,9.13,0.0,2.349,4.869,6.564,2.6,both_shop,True,19.060000000000002,15.63,73.6,12.74,2.14,26,1.663,SH28,5.0,0,0,1,0,1,1,0,0,0,1,0.05298377
21.191,20.301,0.891,0.042,86.6,118.2,True,s1->s2->c1->c2,Austin,O4622,O4692,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,14,3,14.14,4.42,0.0,15.277,5.023,11.144,1.8,both_shop,False,18.560000000000002,15.22,86.6,10.55,0.75,17,1.117,SH96,5.0,0,0,1,0,1,1,1,0,0,0,0.052262153
12.576,12.29,0.286,0.0228,64.1,89.0,True,s1->s2->c1->c2,Birmingham,O3305,O5720,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,12,3,11.32,8.98,0.0,8.271,4.02,4.537,31.0,both_shop,False,20.3,16.65,64.1,15.59,1.34,15,0.901,SH66,4.22,1,0,1,0,1,1,0,1,0,0,0.36885875
29.429,14.515,14.914,0.5068,54.6,113.4,True,s1->s2->c1->c2,Los Angeles,O2579,O5584,shop_and_deliver,delivery_only,on_demand,on_demand,True,10,5,8.72,8.09,0.0,6.355,8.16,13.109,6.6,mixed,True,16.810000000000002,13.78,54.6,15.14,0.94,15,1.089,SH98,4.58,0,0,0,0,1,1,0,0,1,0,0.15949003
9.268,8.894,0.374,0.0404,46.0,240.0,True,s1->s2->c1->c2,San Francisco,O2820,O3145,shop_and_deliver,delivery_only,same_day,next_day,True,7,14,8.879999999999999,9.55,0.0,6.844,2.05,5.167,26.7,mixed,False,18.43,15.11,46.0,19.71,1.68,21,1.39,SH33,5.0,0,1,0,0,1,0,0,0,0,1,0.24752575
27.809,15.721,12.088,0.4347,42.2,233.5,True,s1->s2->c2->c1,Birmingham,O319,O3525,delivery_only,delivery_only,same_day,same_day,True,13,13,9.71,6.86,0.0,13.909,12.999,1.812,6.5,both_delivery,True,16.57,13.59,42.2,19.32,0.86,26,1.913,SH57,4.71,0,0,0,1,1,0,0,1,0,0,0.22498432
15.582,15.419,0.163,0.0104,70.5,97.8,True,s1->s2->c1->c2,Birmingham,O3473,O3665,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,9,10,7.67,7.33,0.0,10.637,4.782,6.018,22.2,both_shop,False,15.0,12.3,70.5,10.47,0.79,19,1.545,SH28,5.0,0,0,1,0,1,1,0,1,0,0,0.04647937
14.1,11.404,2.696,0.1912,58.8,237.2,True,s1->s2->c2->c1,Birmingham,O1623,O3847,shop_and_deliver,shop_and_deliver,same_day,same_day,True,18,4,11.32,6.61,0.0,7.481,5.089,3.923,2.8,both_shop,True,17.93,14.7,58.8,15.0,1.28,22,1.497,SH38,4.42,0,1,1,0,1,0,0,1,0,0,0.13244729
11.335,7.115,4.219,0.3723,41.4,120.0,True,s1->s2->c2->c1,Birmingham,O3627,O5462,delivery_only,shop_and_deliver,same_day,on_demand,True,4,11,5.16,8.86,0.0,5.29,4.755,1.825,22.8,mixed,True,14.02,11.5,41.4,16.67,1.59,15,1.304,SH60,4.65,0,0,0,0,1,1,0,1,0,0,0.2611428
7.936,7.876,0.06,0.0076,83.4,119.2,True,s1->s2->c1->c2,Birmingham,O3913,O5461,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,3,35,4.56,14.47,0.0,5.87,2.005,3.925,0.8,both_shop,False,19.03,15.6,83.4,11.22,1.96,38,2.436,SH62,5.0,0,0,1,0,1,1,0,1,0,0,0.07663402
21.161,10.46,10.7,0.5057,54.7,209.9,True,s2->s1->c2->c1,Austin,O3582,O3657,shop_and_deliver,shop_and_deliver,same_day,same_day,False,11,24,6.69,12.12,0.373,4.185,7.273,6.253,30.1,both_shop,True,18.81,15.42,54.7,16.91,1.46,35,2.27,SH47,4.98,0,0,1,0,0,0,1,0,0,0,0.08244783
35.112,13.714,21.398,0.6094,30.1,119.6,True,s1->s2->c2->c1,Austin,O2243,O5009,delivery_only,delivery_only,on_demand,on_demand,True,7,23,7.33,12.91,0.0,4.985,13.191,8.73,0.4,both_delivery,True,20.240000000000002,16.6,30.1,33.09,1.2,30,1.807,SH52,5.0,1,0,0,1,1,1,1,0,0,0,0.540623
28.342,28.31,0.032,0.0011,69.3,208.8,True,s1->s2->c1->c2,Birmingham,O885,O1660,delivery_only,delivery_only,same_day,same_day,True,30,9,13.55,6.28,0.0,19.014,9.296,9.75,31.2,both_delivery,False,19.830000000000002,16.26,69.3,14.08,0.57,39,2.399,SH2,4.53,1,0,0,1,1,0,0,1,0,0,0.13167457
15.793,6.437,9.356,0.5924,55.4,209.4,True,s1->s2->c2->c1,Birmingham,O1650,O5548,shop_and_deliver,shop_and_deliver,same_day,next_day,True,12,10,8.16,6.12,0.0,3.451,6.403,2.986,30.6,both_shop,True,14.280000000000001,11.71,55.4,12.68,1.79,22,1.879,SH91,4.74,0,0,1,0,1,0,0,1,0,0,0.1257056
13.586,11.748,1.838,0.1353,45.2,120.0,True,s1->s2->c2->c1,Birmingham,O2657,O4183,shop_and_deliver,shop_and_deliver,next_day,on_demand,True,4,8,7.75,6.56,0.0,8.159,4.998,3.589,9.2,both_shop,False,14.309999999999999,11.73,45.2,15.57,0.99,12,1.023,SH62,5.0,0,0,1,0,1,1,0,1,0,0,0.17753339
21.935,10.599,11.336,0.5168,71.6,236.7,True,s1->s2->c2->c1,Birmingham,O1949,O3715,shop_and_deliver,shop_and_deliver,next_day,same_day,True,11,10,7.3,8.31,0.0,9.039,10.188,1.56,3.3,both_shop,True,15.61,12.8,71.6,10.73,1.2,21,1.641,SH11,4.56,0,0,1,0,1,0,0,1,0,0,0.07121332
11.025,10.628,0.397,0.036,35.0,120.0,True,s1->s2->c1->c2,Austin,O3788,O5243,delivery_only,delivery_only,on_demand,same_day,True,14,12,8.93,9.77,0.0,9.117,1.512,8.002,21.8,both_delivery,False,18.7,15.33,35.0,26.28,1.43,26,1.696,SH8,4.58,0,0,0,1,1,1,1,0,0,0,0.6241936
41.746,38.923,2.823,0.0676,82.7,97.2,True,s1->s2->c1->c2,Los Angeles,O1927,O2266,shop_and_deliver,delivery_only,on_demand,on_demand,True,3,32,5.71,13.82,0.0,25.921,13.002,15.743,22.8,mixed,False,19.53,16.01,82.7,11.62,0.41,35,2.186,SH50,4.76,1,0,0,0,1,1,0,0,1,0,0.057237055
16.491,7.766,8.724,0.529,26.8,120.0,True,s1->s2->c2->c1,Birmingham,O2287,O5634,delivery_only,delivery_only,same_day,on_demand,True,5,11,7.82,8.559999999999999,0.0,4.692,6.708,3.074,43.6,both_delivery,True,16.38,13.43,26.8,30.07,1.71,16,1.191,SH40,4.14,0,1,0,1,1,1,0,1,0,0,0.7682927
6.106,5.035,1.071,0.1755,37.6,120.0,True,s1->s2->c2->c1,San Francisco,O36,O2924,delivery_only,shop_and_deliver,on_demand,same_day,True,12,4,6.96,5.78,0.0,3.687,2.379,1.347,14.3,mixed,False,12.74,10.45,37.6,16.68,2.04,16,1.531,SH43,4.6,1,1,0,0,1,1,0,0,0,1,0.4706981
23.631,12.293,11.338,0.4798,50.3,120.0,True,s1->s2->c2->c1,Birmingham,O1888,O5984,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,8,6,7.46,9.25,0.0,7.921,9.63,4.371,3.3,both_shop,True,16.71,13.7,50.3,16.34,1.11,14,1.022,SH15,5.0,0,0,1,0,1,1,0,1,0,0,0.15833147
33.848,31.401,2.447,0.0723,89.0,120.0,True,s2->c2->s1->c1,Los Angeles,O3246,O5811,shop_and_deliver,shop_and_deliver,on_demand,same_day,False,11,11,8.03,12.7,0.137,21.731,12.116,9.67,7.2,both_shop,False,20.729999999999997,17.0,89.0,11.46,0.54,22,1.294,SH8,4.58,0,0,1,0,0,1,0,0,1,0,0.08371593
19.883,19.397,0.486,0.0245,74.0,120.0,True,s1->s2->c1->c2,Austin,O2519,O4492,delivery_only,shop_and_deliver,same_day,on_demand,True,3,17,5.46,10.78,0.0,13.185,6.212,7.459,15.9,mixed,False,16.24,13.32,74.0,10.8,0.68,20,1.502,SH62,5.0,0,0,0,0,1,1,1,0,0,0,0.06975669
36.266,19.84,16.426,0.4529,59.7,120.0,True,s1->s2->c2->c1,Los Angeles,O785,O3440,delivery_only,shop_and_deliver,on_demand,same_day,True,9,5,7.67,9.93,0.0,18.362,17.394,1.479,32.9,mixed,True,17.6,14.43,59.7,14.5,0.72,14,0.97,SH59,4.77,0,0,0,0,1,1,0,0,1,0,0.1291491
21.271,21.271,0.0,0.0,84.7,1411.9,True,s1->c1->s2->c2,Birmingham,O5363,O5543,shop_and_deliver,shop_and_deliver,next_day,next_day,False,17,2,9.13,12.33,0.19,16.775,4.481,12.125,28.1,both_shop,False,21.46,17.6,84.7,12.47,0.82,19,1.08,SH44,4.95,0,0,1,0,0,0,0,1,0,0,0.05096004
12.061,11.412,0.649,0.0538,99.3,219.6,True,s1->s2->c1->c2,San Francisco,O1244,O3405,shop_and_deliver,shop_and_deliver,same_day,same_day,True,28,6,13.12,6.28,0.0,7.591,3.821,4.419,20.4,both_shop,False,19.4,15.91,99.3,9.61,1.38,34,2.137,SH92,4.96,0,0,1,0,1,0,0,0,0,1,0.016295169
9.612,5.821,3.791,0.3944,23.2,76.9,True,s1->s2->c2->c1,Austin,O877,O3638,delivery_only,delivery_only,on_demand,next_day,True,16,8,10.25,6.72,0.0,4.116,3.954,1.705,43.1,both_delivery,True,16.97,13.92,23.2,36.0,2.35,24,1.724,SH70,4.09,0,1,0,1,1,1,1,0,0,0,0.8108713
11.446,8.257,3.189,0.2786,30.8,220.2,True,s1->s2->c2->c1,Birmingham,O66,O2812,shop_and_deliver,delivery_only,same_day,same_day,True,7,10,6.29,9.13,0.0,5.991,4.59,2.266,19.8,mixed,True,15.420000000000002,12.64,30.8,24.62,1.51,17,1.345,SH21,4.98,0,1,0,0,1,0,0,1,0,0,0.4520714
38.782,20.8,17.982,0.4637,65.5,84.3,True,s1->s2->c2->c1,Los Angeles,O1403,O1745,shop_and_deliver,delivery_only,next_day,on_demand,True,24,12,9.71,8.98,0.0,18.507,18.244,2.293,35.7,mixed,True,18.69,15.33,65.5,14.04,0.73,36,2.348,SH42,4.63,1,0,0,0,1,1,0,0,1,0,0.14398782
13.622,7.974,5.648,0.4146,49.7,78.1,True,s1->s2->c1->c2,San Francisco,O747,O5768,shop_and_deliver,shop_and_deliver,on_demand,next_day,True,4,4,6.77,11.58,0.0,3.725,4.249,5.125,41.9,both_shop,True,18.35,15.05,49.7,18.17,1.86,8,0.532,SH11,4.56,0,1,1,0,1,1,0,0,0,1,0.21613373
9.75,9.317,0.432,0.0443,55.2,93.9,True,s1->s2->c1->c2,Austin,O2174,O3416,shop_and_deliver,delivery_only,on_demand,on_demand,True,15,11,9.73,6.39,0.0,7.425,1.893,5.964,26.1,mixed,False,16.12,13.22,55.2,14.37,1.4,26,1.967,SH47,4.98,0,0,0,0,1,1,1,0,0,0,0.13659908
6.923,3.727,3.195,0.4616,49.1,117.9,True,s1->s2->c1->c2,San Francisco,O2209,O5596,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,12,9,10.81,5.89,0.0,2.111,1.617,3.69,2.1,both_shop,True,16.7,13.69,49.1,16.73,3.58,21,1.534,SH59,4.77,0,0,1,0,1,1,0,0,0,1,0.28211316
20.837,15.082,5.754,0.2762,68.6,101.1,True,s1->s2->c1->c2,San Francisco,O2516,O4771,delivery_only,shop_and_deliver,on_demand,on_demand,True,13,16,9.42,9.42,0.0,8.367,6.715,7.407,18.9,mixed,True,18.84,15.45,68.6,13.51,1.02,29,1.877,SH41,4.55,0,0,0,0,1,1,0,0,0,1,0.12993339
10.247,8.578,1.669,0.1629,56.6,112.5,True,s2->s1->c2->c1,San Francisco,O2112,O4763,shop_and_deliver,shop_and_deliver,next_day,on_demand,False,10,10,6.89,12.98,0.119,6.071,3.962,2.392,7.5,both_shop,False,19.87,16.29,56.6,17.27,1.88,20,1.228,SH59,4.77,0,1,1,0,0,1,0,0,0,1,0.15851979
13.225,6.727,6.498,0.4914,41.9,116.8,True,s1->s2->c2->c1,Birmingham,O210,O4442,delivery_only,shop_and_deliver,on_demand,on_demand,True,6,7,7.2,7.36,0.0,3.321,4.91,3.406,3.2,mixed,True,14.56,11.94,41.9,17.1,1.75,13,1.089,SH76,4.43,0,0,0,0,1,1,0,1,0,0,0.3532365
7.111,7.019,0.092,0.0129,59.7,240.0,True,s1->s2->c1->c2,Birmingham,O550,O3482,shop_and_deliver,delivery_only,next_day,same_day,True,17,5,9.68,6.12,0.0,4.726,2.293,2.525,44.9,mixed,False,15.8,12.96,59.7,13.03,1.82,22,1.698,SH17,4.79,1,0,0,0,1,0,0,1,0,0,0.12632637
25.093,17.18,7.914,0.3154,52.6,120.0,True,s1->s2->c2->c1,Austin,O605,O1040,delivery_only,shop_and_deliver,on_demand,same_day,True,23,8,10.83,7.76,0.0,13.655,10.784,3.525,17.6,mixed,True,18.59,15.24,52.6,17.38,0.88,31,2.034,SH83,4.82,0,0,0,0,1,1,1,0,0,0,0.13125372
14.541,5.631,8.91,0.6128,43.0,102.8,True,s1->s2->c2->c1,Birmingham,O2404,O5080,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,11,2,8.24,4.21,0.0,2.345,5.628,3.286,17.2,both_shop,True,12.45,10.21,43.0,14.25,1.78,13,1.273,SH49,4.61,1,0,1,0,1,1,0,1,0,0,0.26462042
19.609,19.593,0.016,0.0008,94.5,120.0,True,s1->s2->c1->c2,Birmingham,O2090,O4483,shop_and_deliver,shop_and_deliver,same_day,on_demand,False,25,4,13.16,5.74,0.19,13.474,6.085,7.595,16.7,both_shop,False,18.9,15.5,94.5,9.84,0.79,29,1.871,SH3,4.31,0,0,1,0,0,1,0,1,0,0,0.039189268
19.733,7.207,12.526,0.6348,52.8,196.9,True,s1->s2->c2->c1,San Francisco,O308,O3710,shop_and_deliver,shop_and_deliver,same_day,same_day,True,3,10,6.99,9.7,0.0,1.405,6.966,5.802,43.1,both_shop,True,16.689999999999998,13.69,52.8,15.56,1.87,13,0.95,SH20,4.75,1,0,1,0,1,0,0,0,0,1,0.2473
19.438,13.546,5.892,0.3031,43.2,220.7,True,s2->s1->c2->c1,Austin,O1461,O4066,delivery_only,shop_and_deliver,same_day,next_day,False,32,4,13.05,8.49,0.373,7.538,6.608,5.971,19.3,mixed,True,21.54,17.66,43.2,24.53,1.29,36,2.039,SH76,4.43,0,0,0,0,0,0,1,0,0,0,0.50380164
9.298,5.058,4.24,0.456,31.2,102.9,True,s2->s1->c1->c2,Austin,O871,O1544,shop_and_deliver,delivery_only,on_demand,same_day,False,3,9,6.52,6.9,0.481,1.877,2.7,3.733,17.1,mixed,True,13.42,11.0,31.2,21.15,2.13,12,1.091,SH41,4.55,0,1,0,0,0,1,1,0,0,0,0.450144
